1. YEAR,2. TRIFD,3. FRS ID,4. FACILITY NAME,5. STREET ADDRESS,6. CITY,7. COUNTY,8. ST,9. ZIP,10. BIA,11. TRIBE,12. LATITUDE,13. LONGITUDE,14. HORIZONTAL DATUM,15. PARENT CO NAME,16. PARENT CO DB NUM,17. STANDARD PARENT CO NAME,18. FOREIGN PARENT CO NAME,19. FOREIGN PARENT CO DB NUM,20. STANDARD FOREIGN PARENT CO NAME,21. FEDERAL FACILITY,22. INDUSTRY SECTOR CODE,23. INDUSTRY SECTOR,24. PRIMARY SIC,25. SIC 2,26. SIC 3,27. SIC 4,28. SIC 5,29. SIC 6,30. PRIMARY NAICS,31. NAICS 2,32. NAICS 3,33. NAICS 4,34. NAICS 5,35. NAICS 6,36. DOC_CTRL_NUM,37. CHEMICAL,38. ELEMENTAL METAL INCLUDED,39. TRI CHEMICAL/COMPOUND ID,40. CAS#,41. SRS ID,42. CLEAN AIR ACT CHEMICAL,43. CLASSIFICATION,44. METAL,45. METAL CATEGORY,46. CARCINOGEN,47. PBT,48. PFAS,49. FORM TYPE,50. UNIT OF MEASURE,51. 5.1 - FUGITIVE AIR,52. 5.2 - STACK AIR,53. 5.3 - WATER,54. 5.4 - UNDERGROUND,55. 5.4.1 - UNDERGROUND CL I,56. 5.4.2 - UNDERGROUND C II-V,57. 5.5.1 - LANDFILLS,58. 5.5.1A - RCRA C LANDFILL,59. 5.5.1B - OTHER LANDFILLS,60. 5.5.2 - LAND TREATMENT,61. 5.5.3 - SURFACE IMPNDMNT,62. 5.5.3A - RCRA SURFACE IM,63. 5.5.3B - OTHER SURFACE I,64. 5.5.4 - OTHER DISPOSAL,65. ON-SITE RELEASE TOTAL,66. 6.1 - POTW - TRNS RLSE,67. 6.1 - POTW - TRNS TRT,68. POTW - TOTAL TRANSFERS,69. 6.2 - M10,70. 6.2 - M41,71. 6.2 - M62,72. 6.2 - M40 METAL,73. 6.2 - M61 METAL,74. 6.2 - M71,75. 6.2 - M81,76. 6.2 - M82,77. 6.2 - M72,78. 6.2 - M63,79. 6.2 - M66,80. 6.2 - M67,81. 6.2 - M64,82. 6.2 - M65,83. 6.2 - M73,84. 6.2 - M79,85. 6.2 - M90,86. 6.2 - M94,87. 6.2 - M99,88. OFF-SITE RELEASE TOTAL,89. 6.2 - M20,90. 6.2 - M24,91. 6.2 - M26,92. 6.2 - M28,93. 6.2 - M93,94. OFF-SITE RECYCLED TOTAL,95. 6.2 - M56,96. 6.2 - M92,97. OFF-SITE ENERGY RECOVERY T,98. 6.2 - M40 NON-METAL,99. 6.2 - M50,100. 6.2 - M54,101. 6.2 - M61 NON-METAL,102. 6.2 - M69,103. 6.2 - M95,104. OFF-SITE TREATED TOTAL,105. 6.2 - UNCLASSIFIED,106. 6.2 - TOTAL TRANSFER,107. TOTAL RELEASES,108. 8.1 - RELEASES,109. 8.1A - ON-SITE CONTAINED,110. 8.1B - ON-SITE OTHER,111. 8.1C - OFF-SITE CONTAIN,112. 8.1D - OFF-SITE OTHER R,113. 8.2 - ENERGY RECOVER ON,114. 8.3 - ENERGY RECOVER OF,115. 8.4 - RECYCLING ON SITE,116. 8.5 - RECYCLING OFF SIT,117. 8.6 - TREATMENT ON SITE,118. 8.7 - TREATMENT OFF SITE,119. PRODUCTION WSTE (8.1-8.7),120. 8.8 - ONE-TIME RELEASE,121. PROD_RATIO_OR_ ACTIVITY,122. 8.9 - PRODUCTION RATIO
2024,02702PLRDC238SO,110001939779,ISP FREETOWN FINE CHEMICALS INC,238 S MAIN ST,ASSONET,BRISTOL,MA,02702,,,41.766111,-71.106944,,ASHLAND LLC,005003264,ASHLAND LLC,NA,,NA,NO,325,Chemicals,,,,,,,325199,,,,,,1324222797019,Acrylic acid,NO,0000079107,79-10-7,7617,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,15.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,15.500,0.008,0.092,0.100,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.008,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,339.000,0.000,0.000,339.092,0.000,339.100,15.508,0.000,0.000,15.500,0.000,0.008,0.000,0.000,0.000,0.000,0.000,339.092,354.600,,ACTIVITY,1.190
2024,01545JMSBR44BOW,110002085911,METSO AUTOMATION USA INC,44 BOWDITCH DR,SHREWSBURY,WORCESTER,MA,01545,,,42.300130,-71.758150,,METSO USA INC,NA,METSO USA INC,,,NA,NO,332,Fabricated Metals,,,,,,,332911,,,,,,1324222618326,Nickel,NO,0007440020,7440-02-0,149674,YES,TRI,YES,Elemental metals,YES,NO,NO,R,Pounds,1.700,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.700,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,16074.000,16074.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,16074.000,1.700,0.000,0.000,1.700,0.000,0.000,0.000,0.000,0.000,16074.000,0.000,0.000,16075.700,,PRODUCTION,2.890
2024,02151RVNGL41LEE,110000311172,IRVING OIL TERMINALS INC.,41 LEE BURBANK HWY,REVERE,SUFFOLK,MA,02151,,,42.396190,-71.009240,,IRVING OIL TERMINALS INC,NA,IRVING OIL TERMINALS INC,NA,,NA,NO,4247,Petroleum Bulk Terminals,,,,,,,424710,,,,,,1324223141146,Polycyclic aromatic compounds,NO,N590,N590,649749,YES,PBT,NO,Non_Metal,YES,YES,NO,R,Pounds,0.000,0.008,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.008,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.025,0.000,0.000,0.000,0.000,0.000,0.000,0.025,0.000,0.000,0.558,0.000,0.000,0.558,0.112,0.000,0.112,0.000,0.000,0.306,0.000,0.000,0.000,0.306,0.000,1.001,0.033,0.000,0.000,0.008,0.025,0.000,0.000,0.112,0.000,0.558,0.000,0.306,1.009,,ACTIVITY,1.010
2024,01462GTTGL140LE,110000308863,S&E SPECIALTY POLYMERS LLC,140 LEOMINSTER SHIRLEY RD - SUITE 100,LUNENBURG,WORCESTER,MA,01462,,,42.536041,-71.704031,,NA,,NA,NA,,NA,NO,325,Chemicals,,,,,,,325991,,,,,,1324223149891,Barium compounds (except for barium sulfate (CAS No. 7727-43-7)),NO,N040,N040,649426,NO,TRI,NO,Metal complound categories,NO,NO,NO,R,Pounds,1.770,0.029,2.149,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.948,2.525,0.000,2.525,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,68.949,38.877,0.000,0.000,0.000,0.000,0.160,110.511,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,110.511,114.459,0.000,0.000,3.948,107.826,2.685,0.000,0.000,0.000,0.000,0.000,0.000,114.459,,PRODUCTION,0.800
2024,02453GGRGT537SS,110015681733,HOLCIM - NER INC.,537 S ST,WALTHAM,MIDDLESEX,MA,02453,,,42.362194,-71.260510,,HOLCIM PARTICIPATIONS (US) INC.,081260273,,NA,,,NO,327,Nonmetallic Mineral Product,,,,,,,327320,,,,,,1324222932117,Lead compounds,NO,N420,N420,650002,YES,PBT,YES,Metal complound categories,NO,YES,NO,R,Pounds,0.100,0.100,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.200,0.400,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,0.100,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,0.400,0.000,0.000,0.400,0.000,0.000,0.000,0.000,0.000,0.100,0.000,0.000,0.500,,PRODUCTION,0.780
2024,02054TRSCB66MAI,110003423180,TRESCA BROTHERS SAND & GRAVEL,66 MAIN ST,MILLIS,NORFOLK,MA,02054,,,42.178200,-71.324500,,NA,,NA,NA,,NA,NO,327,Nonmetallic Mineral Product,,,,,,,327320,327331,,,,,1324222523033,Lead,NO,0007439921,7439-92-1,149583,NO,PBT,YES,Elemental metals,YES,YES,NO,R,Pounds,0.000,0.240,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.240,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.240,0.000,0.000,0.240,0.000,0.000,0.000,0.000,0.380,0.000,0.000,0.000,0.620,,PRODUCTION,0.900
2024,0192WTDFMT7ELEC,,TDF METAL FINISHING,7 ELECTRONICS AVE,DANVERS,ESSEX,MA,01923,,,42.574940,-70.973070,,NA,,,PHENNA GROUP,NA,,NO,332,Fabricated Metals,,,,,,,332813,,,,,,1324222802795,Nitric acid,NO,0007697372,7697-37-2,152686,NO,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,16252.000,0.000,16252.000,,ACTIVITY,1.000
2024,01331LSSTR121CR,110000308603,LS STARRETT CO,121 CRESCENT ST,ATHOL,WORCESTER,MA,01331,,,42.595325,-72.226707,,LS STARRETT CO,NA,LS STARRETT CO,NA,,NA,NO,333,Machinery,,,,,,,333515,,,,,,1324222959645,Lead,NO,0007439921,7439-92-1,149583,NO,PBT,YES,Elemental metals,YES,YES,NO,R,Pounds,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.093,0.000,0.093,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.000,0.000,0.000,3.093,0.000,1181.000,0.000,0.000,0.000,1181.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1184.093,3.593,0.000,0.000,0.500,0.000,3.093,0.000,0.000,0.000,1181.000,0.000,0.000,1184.593,,PRODUCTION,1.230
2024,01201CNNLL545ME,110041199538,O'CONNELL OIL CO MERRILL ROAD FACILITY,545 MERRILL RD,PITTSFIELD,BERKSHIRE,MA,01201,,,42.462752,-73.206850,,O'CONNELL OIL ASSOCIATES INC,NA,O'CONNELL OIL ASSOCIATES INC,NA,,NA,NO,4247,Petroleum Bulk Terminals,,,,,,,424710,,,,,,1324223038148,"1,2,4-Trimethylbenzene",NO,0000095636,95-63-6,16261,NO,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,0.000,104.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,104.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,104.000,0.000,0.000,104.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,104.000,,PRODUCTION,0.600
2024,01605CSTMC717PL,110000309210,SAINT GOBAIN PERFORMANCE PLASTICS,717 PLANTATION ST,WORCESTER,WORCESTER,MA,01605,,,42.301350,-71.762640,,SAINT-GOBAIN CORP,879321644,SAINT-GOBAIN CORP,COMPAGNIE DE SAINT GOBAIN,275133692,,NO,326,Plastics and Rubber,,,,,,,326112,,,,,,1324223013929,Xylene (mixed isomers),NO,0001330207,1330-20-7,84970,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,25.000,206.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,231.000,0.000,0.000,0.000,975.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,975.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,975.000,1206.000,0.000,0.000,231.000,0.000,975.000,15543.000,0.000,0.000,0.000,0.000,0.000,16749.000,,PRODUCTION,0.920
2024,01605CSTMC717PL,110000309210,SAINT GOBAIN PERFORMANCE PLASTICS,717 PLANTATION ST,WORCESTER,WORCESTER,MA,01605,,,42.301350,-71.762640,,SAINT-GOBAIN CORP,879321644,SAINT-GOBAIN CORP,COMPAGNIE DE SAINT GOBAIN,275133692,,NO,326,Plastics and Rubber,,,,,,,326112,,,,,,1324223013917,Methyl isobutyl ketone,NO,0000108101,108-10-1,24851,YES,TRI,NO,Non_Metal,YES,NO,NO,R,Pounds,35.000,285.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,320.000,0.000,0.000,0.000,1391.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1391.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1391.000,1711.000,0.000,0.000,320.000,0.000,1391.000,21491.000,0.000,0.000,0.000,0.000,0.000,23202.000,,PRODUCTION,0.920
2024,01082KNZKS20COM,110009336931,KANZAKI SPECIALTY PAPERS INC.,20 CUMMINGS ST,WARE,HAMPSHIRE,MA,01082,,,42.251818,-72.243620,,KANZAKI USA INC,NA,KANZAKI USA INC,OJI IMAGING MEDIA CO. LTD,NA,,NO,322,Paper,,,,,,,322220,,,,,,1324222522118,Zinc compounds,NO,N982,N982,649699,NO,TRI,YES,Metal complound categories,NO,NO,NO,R,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10.000,0.000,10.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,449.000,0.000,0.000,0.000,0.000,47.000,0.000,506.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,506.000,506.000,0.000,0.000,0.000,449.000,57.000,0.000,0.000,0.000,0.000,0.000,0.000,506.000,,PRODUCTION,1.210
2024,02720RBBNS1200A,110000496035,ROBBINS MANUFACTURING CO,1200 AIRPORT RD,FALL RIVER,BRISTOL,MA,02720,,,41.746597,-71.102741,,NA,,,NA,,NA,NO,332,Fabricated Metals,,,,,,,332811,,,,,,1324223044874,Chromium,NO,0007440473,7440-47-3,150060,YES,TRI,YES,Elemental metals,NO,NO,NO,R,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,17169.000,0.000,0.000,0.000,17169.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,17169.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,17169.000,0.000,0.000,17169.000,,PRODUCTION,0.900
2024,01220PFZRN260CO,110000308523,SPECIALTY MINERALS INC,260 COLUMBIA ST,ADAMS,BERKSHIRE,MA,01220,,,42.643200,-73.113500,,MINERALS TECHNOLOGIES INC,796929313,MINERALS TECHNOLOGIES INC,NA,,NA,NO,327,Nonmetallic Mineral Product,,,,,,,327410,212312,,,,,1324223122577,"Benzo[g,h,i]perylene",NO,0000191242,191-24-2,40576,YES,PBT,NO,Non_Metal,NO,YES,NO,R,Pounds,0.000,0.015,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.015,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.016,0.000,0.000,0.015,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.016,,PRODUCTION,1.100
2024,01301BTFGN50GRE,110000308569,BETE FOG NOZZLE INC.,50 GREENFIELD ST,GREENFIELD,FRANKLIN,MA,01301,,,42.619163,-72.558105,,NA,,NA,NA,,NA,NO,332,Fabricated Metals,,,,,,,332999,,,,,,1324222681417,Copper,NO,0007440508,7440-50-8,150086,NO,TRI,YES,Elemental metals,NO,NO,NO,R,Pounds,0.000,20.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,39791.000,0.000,0.000,0.000,39791.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,39791.000,20.000,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000,39791.000,0.000,0.000,39811.000,,PRODUCTION,1.030
2024,02151GLBLP140LE,110043159961,GLOBAL COMPANIES LLC,140 LEE BURBANK HWY,REVERE,SUFFOLK,MA,02151,,,42.398611,-71.005278,,GLOBAL PARTNERS LP,061167842,GLOBAL PARTNERS LP,,,NA,NO,4247,Petroleum Bulk Terminals,,,,,,,424710,,,,,,1324223185568,Xylene (mixed isomers),NO,0001330207,1330-20-7,84970,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,84.220,228.850,0.020,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,313.090,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,259.700,315.000,574.700,0.000,0.000,9348.680,0.000,0.000,0.000,9348.680,0.000,9923.380,313.090,0.000,0.000,313.090,0.000,0.000,0.000,574.700,5102.280,0.000,0.000,9348.680,15338.750,,ACTIVITY,0.450
2024,01453SPCTR50FRA,110000308854,CHROMA COLOR CORP,50 FRANCIS ST,LEOMINSTER,WORCESTER,MA,01453,,,42.501819,-71.738031,,CHROMA COLOR CORP,794293449,CHROMA COLOR CORP,NA,,NA,NO,325,Chemicals,,,,,,,325991,,,,,,1324223136058,Chromium  and Chromium Compounds(except for chromite ore mined in the Transvaal Region),YES,N090,N090,649475,YES,TRI,YES,Metal complound categories,NO,NO,NO,R,Pounds,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2784.000,0.000,2784.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2784.000,2786.000,0.000,0.000,2.000,0.000,2784.000,0.000,0.000,0.000,0.000,0.000,0.000,2786.000,,PRODUCTION,1.070
2024,02150GLFLL281EA,110000311136,GLOBAL COS LLC - CHELSEA EASTERN AVE TERMINAL,281 EASTERN AVE,CHELSEA,SUFFOLK,MA,02150,,,42.395000,-71.021350,,GLOBAL PARTNERS LP,602580867,GLOBAL PARTNERS LP,NA,,NA,NO,4247,Petroleum Bulk Terminals,,,,,,,424710,,,,,,1324223203225,Xylene (mixed isomers),NO,0001330207,1330-20-7,84970,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,366.540,407.960,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,774.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,870.410,0.000,870.410,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,870.410,1644.910,0.000,0.000,774.500,0.000,870.410,0.000,0.000,3021.150,0.000,0.000,0.000,4666.060,,,
2024,01022SNDRB106LO,110002349227,US TSUBAKI AUTOMOTIVE LLC,106 LONCZAK DR,CHICOPEE,HAMPDEN,MA,01022,,,42.183285,-72.553736,,US TSUBAKI INC,NA,US TSUBAKI INC,NA,,NA,NO,333,Machinery,,,,,,,333613,,,,,,1324222840415,Lead,NO,0007439921,7439-92-1,149583,NO,PBT,YES,Elemental metals,YES,YES,NO,R,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.050,0.000,2.050,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.890,0.000,0.000,0.000,0.000,0.000,0.000,2.940,0.000,0.000,0.000,0.000,96.000,96.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,98.940,2.940,0.000,0.000,0.000,2.182,0.759,0.000,0.000,0.000,96.000,0.000,0.000,98.940,,PRODUCTION,0.990
2024,01887NVNNC27LWE,110018906969,LUBRIZOL ADVANCED MATERIALS INC,207 LOWELL ST,WILMINGTON,MIDDLESEX,MA,01887,,,42.537308,-71.153429,,BERKSHIRE HATHAWAY INC,001024314,BERKSHIRE HATHAWAY INC,NA,,NA,NO,325,Chemicals,,,,,,,325211,,,,,,1324222547630,Diisocyanates,NO,N120,N120,649715,NO,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,0.000,77.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,77.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,20.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,20.000,97.000,0.000,0.000,77.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000,0.000,97.000,,PRODUCTION,0.830
2024,01970GGNCX35CON,110000310440,EXCELITAS TECHNOLOGIES CORP,35 CONGRESS ST,SALEM,ESSEX,MA,01970,,,42.518225,-70.887602,,EXCELITAS TECHNOLOGIES CORP,001053636,EXCELITAS TECHNOLOGIES CORP,NA,,NA,NO,334,Computers and Electronic Products,,,,,,,334419,,,,,,1324222642480,Ammonia,NO,0007664417,7664-41-7,152389,NO,TRI,NO,Non_Metal,NO,NO,NO,A,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000
2024,01038LSCHT59DWI,110000491799,TURF CARE SUPPLY-HATFIELD PLANT,59 DWIGHT ST,HATFIELD,HAMPSHIRE,MA,01038,,,42.368349,-72.632292,,TURF CARE SUPPLY LLC,NA,TURF CARE SUPPLY LLC,NA,,NA,NO,325,Chemicals,,,,,,,325314,325320,,,,,1324222697373,N-Methyl-2-pyrrolidone,NO,0000872504,872-50-4,72744,NO,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,0.000,23.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,23.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,21960.000,0.000,0.000,8789.000,0.000,30749.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,30749.000,30772.000,0.000,0.000,23.000,0.000,30749.000,0.000,0.000,397.000,0.000,0.000,0.000,31169.000,,PRODUCTION,0.990
2024,01001LYMPC153BO,110001964483,OMG BUILDING PRODUCTS LLC,153 BOWLES RD,AGAWAM,HAMPDEN,MA,01001,,,42.056694,-72.654536,,HANDY & HARMAN LTD,849382411,,NA,,NA,NO,332,Fabricated Metals,,,,,,,332722,,,,,,1324222830554,Cobalt,NO,0007440484,7440-48-4,150078,YES,TRI,YES,Elemental metals,YES,NO,NO,R,Pounds,4.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2241.000,0.000,0.000,0.000,2241.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2241.000,4.000,0.000,0.000,4.000,0.000,0.000,0.000,0.000,0.000,2241.000,0.000,0.000,2245.000,,PRODUCTION,1.070
2024,01910GNRLL1000W,110000310191,GE AEROSPACE,1000 WESTERN AVE,LYNN,ESSEX,MA,01905,,,42.452603,-70.973436,,GE AEROSPACE,001367960,,NA,,NA,NO,336,Transportation Equipment,,,,,,,336412,,,,,,1324223014426,Nickel,NO,0007440020,7440-02-0,149674,YES,TRI,YES,Elemental metals,YES,NO,NO,R,Pounds,0.000,1.550,3.400,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.950,39.100,0.000,39.100,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.000,44.100,0.000,22768.000,0.000,0.000,0.000,22768.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,22812.100,49.050,0.000,0.000,4.950,14.858,29.242,0.000,0.000,0.000,22768.000,0.000,0.000,22817.050,,PRODUCTION,0.840
